session_ID,User_ID,User_type,El_kWh,Duration_hours,Start_plugin_hour,month_plugin,weekdays_plugin,temp,wind_spd,clouds,traffic_density,Flex_3_6kW,Flex_7_2kW
1,AdO3-4,Private,0.3,0.05,10,Dec,Friday,-0.5,2.4,55,1247.4,0.0,0.174
2,AdO3-4,Private,0.87,0.136666667,10,Dec,Friday,-0.5,2.4,55,1247.4,0.0,0.174
3,AdO3-4,Private,29.87,8.216388889,11,Dec,Friday,-0.5,2.4,55,1380.4,0.0,0.0
4,AdO3-2,Private,15.56,24.41972222,16,Dec,Saturday,-2.2,1.9,61,1181.4,0.0,0.0
5,AdO3-2,Private,3.62,0.970555556,22,Dec,Monday,1.1,3.8,100,549.0,0.0,3.368
6,AdO3-2,Private,16.14,18.07777778,23,Dec,Monday,1.1,3.8,100,396.2,0.0,0.0
7,AdO3-2,Private,10.33,21.72083333,18,Dec,Tuesday,4.7,6.3,99,427.0,0.0,0.0
8,AdO3-4,Private,27.66,6.188055556,10,Dec,Wednesday,4.6,3.3,100,301.2,3.6,7.2
9,AdO3-2,Private,8.83,2.371111111,18,Dec,Wednesday,4.6,3.3,100,729.6,0.0,0.0
10,AdO3-2,Private,8.58,4.856111111,16,Dec,Saturday,2.8,3.3,93,915.8,0.0,0.0
11,AdO3-2,Private,15.95,15.42833333,23,Dec,Saturday,2.8,3.3,93,213.4,0.0,0.0
12,AdO3-2,Private,3.64,0.981111111,16,Dec,Sunday,1.1,2.8,74,797.2,0.0,3.424
13,AdO3-2,Private,9.79,13.45472222,22,Dec,Sunday,1.1,2.8,74,299.2,0.0,0.0
14,AdO3-4,Private,28.11,24.53388889,8,Jan,Wednesday,0.6,3.6,85,1242.4,0.0,0.0
15,Bl2-4,Private,14.64,4.879722222,19,Jan,Wednesday,0.6,3.6,85,716.8,3.6,7.2
16,AdO3-2,Private,2.0,16.37472222,15,Jan,Friday,6.4,4.1,100,2038.0,0.0,0.0
17,AdO3-4,Private,29.34,23.24166667,17,Jan,Saturday,5.3,2.2,100,919.0,0.0,0.0
18,Bl2-4,Private,14.77,23.58583333,18,Jan,Saturday,5.3,2.2,100,783.2,0.0,0.0
19,AdO1-2,Private,10.46,17.28666667,20,Jan,Saturday,5.3,2.2,100,394.8,0.0,6.35
20,AdO1-2,Private,3.92,3.479722222,18,Jan,Sunday,5.2,2.9,93,849.4,0.0,7.2
21,AdO1-2,Private,0.08,0.036944444,20,Jan,Monday,1.8,2.7,99,624.4,0.053,7.386
22,AdO1-2,Private,6.14,14.0,20,Jan,Monday,1.8,2.7,99,624.4,0.053,7.386
23,AdO1-2,Private,5.34,16.55194444,19,Jan,Tuesday,1.0,2.2,86,805.2,0.0,0.0
24,Bl2-4,Private,18.7,17.57194444,16,Jan,Wednesday,-0.1,2.4,88,1655.8,0.0,0.0
25,AdO1-2,Private,10.38,18.33777778,20,Jan,Wednesday,-0.1,2.4,88,695.6,0.0,7.2
26,Bl2-2,Shared,1.85,0.585,22,Jan,Wednesday,-0.1,2.4,88,349.8,,
27,AdO3-4,Private,0.34,0.056666667,23,Jan,Wednesday,-0.1,2.4,88,168.2,4.08,14.468
28,Share-12,Shared,5.1,0.831944444,16,Jan,Thursday,4.4,5.7,97,1656.8,0.0,0.0
29,AdO1-2,Private,8.35,18.63138889,23,Jan,Thursday,4.4,5.7,97,176.6,0.0,0.0
30,Share-12,Shared,11.7,1.917777778,15,Jan,Friday,1.4,7.0,94,2064.2,0.0,0.0
31,Share-4,Shared,7.28,4.500833333,17,Jan,Friday,1.4,7.0,94,1032.6,0.0,0.848
32,Share-8,Shared,16.79,14.88722222,18,Jan,Friday,1.4,7.0,94,865.0,0.0,5.56
33,Share-12,Shared,14.63,2.374166667,20,Jan,Friday,1.4,7.0,94,472.4,3.6,7.2
34,Share-4,Shared,5.51,1.576388889,12,Jan,Saturday,0.4,2.1,93,1057.8,0.0,0.0
35,Share-12,Shared,11.99,1.938611111,13,Jan,Saturday,0.4,2.1,93,1112.4,0.165,5.84
36,Share-4,Shared,6.56,2.669444444,15,Jan,Saturday,0.4,2.1,93,1156.8,0.0,1.968
37,Share-14,Shared,19.0,5.477222222,15,Jan,Saturday,0.4,2.1,93,1156.8,0.0,1.968
38,AdO1-2,Private,6.19,24.53638889,18,Jan,Saturday,0.4,2.1,93,790.0,0.0,0.0
39,AdO3-2,Private,16.5,16.50194444,21,Jan,Saturday,0.4,2.1,93,300.4,3.6,7.2
40,Share-4,Shared,5.72,3.818055556,12,Jan,Sunday,-1.0,4.3,89,681.2,0.0,0.0
41,Share-12,Shared,14.4,2.879722222,13,Jan,Sunday,-1.0,4.3,89,806.0,0.0,5.44
42,Share-8,Shared,18.48,3.311944444,15,Jan,Sunday,-1.0,4.3,89,1096.4,3.6,10.8
43,AdO3-2,Private,13.88,19.77722222,17,Jan,Sunday,-1.0,4.3,89,999.4,3.6,7.2
44,Bl2-4,Private,14.21,15.20972222,18,Jan,Monday,-0.7,5.1,91,847.8,0.0,0.0
45,Share-12,Shared,27.24,10.74611111,19,Jan,Monday,-0.7,5.1,91,785.8,0.0,0.0
46,AdO1-2,Private,4.09,16.47166667,21,Jan,Monday,-0.7,5.1,91,513.6,0.0,14.4
47,AdO1-2,Private,3.97,1.730555556,15,Jan,Tuesday,-4.8,2.2,72,1963.4,0.0,0.0
48,AdO3-4,Private,15.47,13.74833333,18,Jan,Tuesday,-4.8,2.2,72,927.4,0.0,0.0
49,AdO1-2,Private,5.29,14.30305556,19,Jan,Tuesday,-4.8,2.2,72,847.8,0.0,0.0
50,Bl2-2,Shared,14.61,9.182222222,22,Jan,Tuesday,-4.8,2.2,72,370.4,0.0,0.0
51,Share-8,Shared,22.31,11.5975,23,Jan,Tuesday,-4.8,2.2,72,173.8,0.0,0.0
52,AdO1-2,Private,6.2,27.87416667,13,Jan,Wednesday,-7.6,1.8,94,959.8,0.0,0.0
53,Share-14,Shared,2.83,0.773055556,11,Jan,Thursday,-4.2,3.0,91,936.4,0.0,2.736
54,Share-14,Shared,3.67,1.006666667,12,Jan,Thursday,-4.2,3.0,91,931.6,0.0,0.0
55,AdO3-4,Private,30.2,21.61916667,17,Jan,Thursday,-4.2,3.0,91,1126.6,2.187,4.374
56,AdO1-2,Private,9.25,23.40583333,18,Jan,Thursday,-4.2,3.0,91,933.0,0.0,0.0
57,Share-8,Shared,25.62,12.01138889,22,Jan,Thursday,-4.2,3.0,91,438.6,0.0,0.0
58,Share-14,Shared,18.29,6.841944444,22,Jan,Thursday,-4.2,3.0,91,438.6,0.0,0.0
59,Share-6,Shared,0.75,0.1325,2,Jan,Friday,-2.3,3.0,94,33.6,0.0,15.384
60,Share-6,Shared,1.45,0.309722222,2,Jan,Friday,-2.3,3.0,94,33.6,0.0,15.384
61,Bl2-4,Private,20.53,19.12833333,15,Jan,Friday,-2.3,3.0,94,1922.0,4.569,9.138
62,Share-6,Shared,16.71,2.735,22,Jan,Friday,-2.3,3.0,94,317.2,0.0,0.0
63,Share-8,Shared,13.06,4.411666667,23,Jan,Friday,-2.3,3.0,94,241.4,0.0,0.0
64,Share-4,Shared,8.79,3.454722222,13,Jan,Saturday,-2.6,3.4,80,997.4,0.0,0.0
65,Share-12,Shared,29.73,5.527222222,14,Jan,Saturday,-2.6,3.4,80,1061.0,0.0,4.77
66,Share-6,Shared,14.84,2.502777778,22,Jan,Saturday,-2.6,3.4,80,260.8,0.0,0.0
67,Bl2-2,Shared,19.43,12.88361111,21,Jan,Sunday,-5.0,2.4,46,411.6,0.0,0.0
68,Share-12,Shared,16.65,2.709166667,15,Jan,Monday,-7.6,1.3,86,1986.6,0.0,0.0
69,AdO1-2,Private,7.99,187.0569444,16,Jan,Monday,-7.6,1.3,86,1765.0,0.0,0.0
70,Share-12,Shared,24.36,4.046388889,14,Jan,Tuesday,-8.6,1.4,74,1221.6,0.0,0.0
71,Share-8,Shared,18.47,4.346111111,18,Jan,Tuesday,-8.6,1.4,74,964.6,0.0,4.654
72,Share-14,Shared,2.92,0.9975,11,Jan,Wednesday,-9.8,1.6,81,897.0,0.0,0.0
73,Share-12,Shared,20.48,4.878611111,15,Jan,Wednesday,-9.8,1.6,81,2018.8,0.0,0.0
74,Bl2-4,Private,15.66,10.28333333,19,Jan,Wednesday,-9.8,1.6,81,821.4,3.6,7.2
75,Share-14,Shared,19.25,6.458055556,21,Jan,Wednesday,-9.8,1.6,81,539.8,0.0,0.0
76,Share-4,Shared,6.9,7.694166667,16,Jan,Thursday,-8.6,1.2,99,1856.8,0.0,0.0
77,Share-8,Shared,18.47,9.231666667,22,Jan,Thursday,-8.6,1.2,99,418.2,3.6,7.2
78,Bl2-2,Shared,4.39,1.302777778,13,Jan,Friday,-6.1,1.3,33,1205.4,0.0,0.0
79,Bl2-1,Private,0.71,0.204444444,15,Jan,Friday,-6.1,1.3,33,2025.8,3.644,8.572
80,Bl2-1,Private,0.01,0.007777778,15,Jan,Friday,-6.1,1.3,33,2025.8,3.644,8.572
81,Bl2-1,Private,0.47,0.143611111,15,Jan,Friday,-6.1,1.3,33,2025.8,3.644,8.572
82,Bl2-1,Private,0.03,0.013055556,16,Jan,Friday,-6.1,1.3,33,1611.6,3.799,10.014
83,Bl2-1,Private,2.39,0.669722222,16,Jan,Friday,-6.1,1.3,33,1611.6,3.799,10.014
84,Share-4,Shared,7.31,4.7925,16,Jan,Friday,-6.1,1.3,33,1611.6,0.0,0.0
85,Bl2-1,Private,0.09,0.056666667,16,Jan,Friday,-6.1,1.3,33,1611.6,3.799,10.014
86,Bl2-1,Private,2.51,0.7025,16,Jan,Friday,-6.1,1.3,33,1611.6,3.799,10.014
87,Share-12,Shared,27.02,16.545,18,Jan,Friday,-6.1,1.3,33,845.8,0.67,7.2
88,Bl2-1,Private,10.6,17.31055556,19,Jan,Friday,-6.1,1.3,33,633.4,3.6,7.2
89,Bl2-2,Shared,14.63,4.032777778,20,Jan,Friday,-6.1,1.3,33,510.4,3.6,7.2
90,Share-4,Shared,2.59,1.481111111,9,Jan,Saturday,-4.4,3.2,10,478.6,3.6,14.4
91,Bl2-2,Shared,20.57,18.48861111,15,Jan,Saturday,-4.4,3.2,10,1126.2,0.0,0.0
92,Bl2-1,Private,1.4,0.393055556,17,Jan,Saturday,-4.4,3.2,10,944.2,3.615,8.63
93,Bl2-1,Private,15.46,9.226111111,18,Jan,Saturday,-4.4,3.2,10,750.2,3.6,7.2
94,Share-8,Shared,19.11,13.55638889,19,Jan,Saturday,-4.4,3.2,10,567.0,0.0,7.2
95,Bl2-1,Private,0.94,5.880833333,4,Jan,Sunday,-5.8,3.5,82,52.6,7.234,14.468
96,Share-12,Shared,24.05,4.054166667,14,Jan,Sunday,-5.8,3.5,82,1002.0,0.0,0.0
97,Share-6,Shared,22.78,4.003611111,17,Jan,Sunday,-5.8,3.5,82,966.4,0.0,3.79
98,Share-12,Shared,1.55,1.5975,18,Jan,Sunday,-5.8,3.5,82,685.4,3.6,8.55
99,Bl2-2,Shared,16.49,11.85944444,19,Jan,Sunday,-5.8,3.5,82,778.0,0.601,2.752
100,Share-8,Shared,15.59,10.17111111,23,Jan,Sunday,-5.8,3.5,82,151.4,0.0,7.2
101,Share-14,Shared,10.64,2.9025,11,Jan,Monday,-5.3,3.0,74,933.0,0.0,0.0
102,Bl2-2,Private,6.99,16.91333333,18,Jan,Monday,-5.3,3.0,74,923.0,3.6,7.2
103,Bl2-1,Private,9.06,3.336388889,19,Jan,Monday,-5.3,3.0,74,845.8,3.6,10.17
104,Bl2-4,Private,19.88,3.046111111,17,Jan,Tuesday,-8.0,1.3,59,1065.8,0.0,0.0
105,Bl2-1,Private,5.86,1.672777778,19,Jan,Tuesday,-8.0,1.3,59,864.0,0.0,0.0
106,Bl2-4,Private,1.14,12.47277778,20,Jan,Tuesday,-8.0,1.3,59,724.0,3.6,14.792
107,Bl2-2,Private,2.73,0.789444444,0,Jan,Wednesday,-5.0,1.7,89,63.6,3.712,10.154
108,Bl2-1,Private,11.0,3.945277778,7,Jan,Wednesday,-5.0,1.7,89,1789.2,3.6,7.2
109,Share-14,Shared,15.47,4.231666667,9,Jan,Wednesday,-5.0,1.7,89,906.4,0.0,0.0
110,Bl2-1,Private,6.9,3.538888889,16,Jan,Wednesday,-5.0,1.7,89,1672.6,0.0,0.0
111,Share-12,Shared,31.06,11.39638889,19,Jan,Wednesday,-5.0,1.7,89,848.4,0.0,0.0
112,Share-14,Shared,8.82,2.388055556,9,Jan,Thursday,-0.9,3.6,98,891.0,0.0,0.0
113,Share-4,Shared,3.24,1.971111111,13,Jan,Thursday,-0.9,3.6,98,1034.8,3.6,7.2
114,Share-6,Shared,20.18,3.74,13,Jan,Thursday,-0.9,3.6,98,1034.8,3.6,7.2
115,Bl2-2,Private,9.52,2.718055556,15,Jan,Thursday,-0.9,3.6,98,2099.6,0.0,0.0
116,Share-14,Shared,8.05,2.191666667,15,Jan,Thursday,-0.9,3.6,98,2099.6,0.0,0.0
117,Share-8,Shared,12.37,2.030277778,16,Jan,Thursday,-0.9,3.6,98,1652.8,0.0,4.17
118,AsO2-1,Private,7.2,12.50194444,18,Jan,Thursday,-0.9,3.6,98,967.6,0.185,0.37
119,Share-14,Shared,18.81,11.31111111,20,Jan,Thursday,-0.9,3.6,98,732.4,0.0,0.0
120,Bl2-2,Private,2.51,0.813055556,20,Jan,Thursday,-0.9,3.6,98,732.4,1.56,10.544
121,Bl2-1,Private,8.43,2.354444444,15,Feb,Friday,-2.4,3.0,56,2073.6,0.0,0.0
122,Share-14,Shared,13.48,3.663611111,16,Feb,Friday,-2.4,3.0,56,1704.2,0.0,0.0
123,Share-4,Shared,2.7,0.850277778,16,Feb,Friday,-2.4,3.0,56,1704.2,0.0,0.0
124,Bl2-2,Shared,5.65,1.584444444,18,Feb,Friday,-2.4,3.0,56,863.0,0.0,11.478
125,Bl2-1,Private,7.95,17.13111111,18,Feb,Friday,-2.4,3.0,56,863.0,0.046,0.752
126,AdO3-2,Private,11.78,14.57277778,22,Feb,Friday,-2.4,3.0,56,340.6,3.6,7.2
127,Share-4,Shared,6.1,5.377222222,9,Feb,Saturday,-5.2,2.4,74,446.8,0.0,7.2
128,Share-12,Shared,26.88,14.73277778,17,Feb,Saturday,-5.2,2.4,74,965.6,0.0,0.0
129,AsO2-1,Private,12.68,3.548055556,18,Feb,Saturday,-5.2,2.4,74,781.4,0.0,0.0
130,Share-8,Shared,20.36,9.1925,0,Feb,Sunday,-7.5,1.4,72,199.0,0.0,7.2
131,Bl2-2,Shared,6.5,1.8025,16,Feb,Sunday,-7.5,1.4,72,1057.8,0.0,0.0
132,Bl2-2,Private,4.44,1.243888889,19,Feb,Sunday,-7.5,1.4,72,782.0,0.0,4.516
133,Bl2-2,Private,8.63,10.79305556,21,Feb,Sunday,-7.5,1.4,72,450.4,0.0,0.0
134,Share-8,Shared,24.78,239.2402778,16,Feb,Monday,-7.9,1.7,43,1665.6,0.0,0.0
135,Bl2-5,Private,9.62,2.690555556,17,Feb,Monday,-7.9,1.7,43,1031.8,0.0,0.0
136,Bl2-1,Private,12.31,237.0333333,18,Feb,Monday,-7.9,1.7,43,918.2,0.0,0.34
137,Share-4,Shared,5.33,1.556111111,18,Feb,Monday,-7.9,1.7,43,918.2,0.0,0.0
138,Bl2-6,Private,5.03,235.0202778,20,Feb,Monday,-7.9,1.7,43,633.2,0.066,16.612
139,Share-14,Shared,17.91,6.695833333,22,Feb,Monday,-7.9,1.7,43,352.8,0.42,7.2
140,Share-4,Shared,3.94,1.159444444,17,Feb,Tuesday,-9.6,1.8,37,1056.0,3.6,11.608
141,AsO2-1,Private,16.56,14.08527778,17,Feb,Tuesday,-9.6,1.8,37,1056.0,7.2,14.4
142,AsO2-1,Private,14.65,10.67444444,19,Feb,Wednesday,-7.1,1.7,65,847.8,7.2,14.4
143,Share-12,Shared,28.39,4.821944444,11,Feb,Thursday,0.4,2.3,85,952.4,3.6,7.2
144,Share-4,Shared,0.27,2.848055556,16,Feb,Friday,-0.5,1.4,100,1610.6,3.6,7.2
145,Share-4,Shared,6.88,12.40555556,21,Feb,Friday,-0.5,1.4,100,380.2,3.6,7.2
146,Share-4,Shared,6.44,18.56527778,14,Feb,Saturday,0.9,1.7,98,1020.6,3.6,7.2
147,Share-12,Shared,28.55,11.82,15,Feb,Saturday,0.9,1.7,98,1085.6,3.6,8.68
148,AsO2-1,Private,12.18,6.581111111,15,Feb,Sunday,0.1,2.1,83,1139.4,7.2,14.4
149,AsO2-1,Private,12.78,19.29027778,16,Feb,Monday,-1.0,3.2,86,1535.6,7.2,14.4
150,Share-12,Shared,26.67,10.87916667,20,Feb,Monday,-1.0,3.2,86,661.2,3.6,7.2
151,AsO2-1,Private,14.42,5.199444444,16,Feb,Tuesday,0.0,3.1,87,1716.2,7.2,14.4
152,AsO2-1,Private,14.38,12.89083333,18,Feb,Wednesday,4.3,5.3,79,987.6,7.2,14.4
153,Share-14,Shared,0.01,0.010833333,22,Feb,Wednesday,4.3,5.3,79,398.0,3.629,7.268
154,Share-14,Shared,16.82,8.015555556,22,Feb,Wednesday,4.3,5.3,79,398.0,3.629,7.268
155,Share-12,Shared,9.53,1.559722222,16,Feb,Thursday,6.7,5.8,99,1695.4,0.0,0.0
156,AsO2-1,Private,10.94,9.746111111,16,Feb,Thursday,6.7,5.8,99,1695.4,0.0,0.0
157,Share-12,Shared,21.42,3.805,17,Feb,Thursday,6.7,5.8,99,1194.8,0.0,1.7
158,Bl2-2,Private,13.8,14.25305556,19,Feb,Thursday,6.7,5.8,99,860.2,0.76,7.2
159,Share-8,Shared,4.41,0.730555556,9,Feb,Friday,4.9,2.0,86,920.6,0.0,0.0
160,AdO1-2,Private,4.93,26.45611111,13,Feb,Friday,4.9,2.0,86,1241.2,0.0,0.0
161,Bl2-6,Private,10.21,19.41722222,15,Feb,Friday,4.9,2.0,86,1913.6,3.6,7.2
162,Bl2-5,Private,1.82,0.515555556,15,Feb,Friday,4.9,2.0,86,1913.6,3.6,7.2
163,Bl2-1,Private,10.16,21.42555556,15,Feb,Friday,4.9,2.0,86,1913.6,3.6,7.2
164,Bl2-5,Private,8.45,18.94666667,16,Feb,Friday,4.9,2.0,86,1549.0,3.636,12.922
165,AdO3-2,Private,7.45,20.09694444,17,Feb,Friday,4.9,2.0,86,1122.2,4.01,19.36
166,AdO1-1,Private,20.58,11.46055556,19,Feb,Friday,4.9,2.0,86,661.2,14.58,36.0
167,Bl2-4,Private,14.29,19.14472222,19,Feb,Friday,4.9,2.0,86,661.2,14.58,36.0
168,Share-12,Shared,17.66,3.146944444,19,Feb,Friday,4.9,2.0,86,661.2,0.0,0.0
169,Share-8,Shared,16.96,8.542777778,23,Feb,Friday,4.9,2.0,86,217.6,0.0,0.0
170,Bl2-6,Private,13.83,33.43833333,12,Feb,Saturday,2.8,2.9,71,1081.8,14.4,28.8
171,AdO3-2,Private,11.87,6.783055556,16,Feb,Saturday,2.8,2.9,71,1010.4,2.31,7.2
172,AdO3-3,Private,0.03,0.016111111,17,Feb,Saturday,2.8,2.9,71,870.2,3.656,7.952
173,AdO3-3,Private,0.61,0.177222222,17,Feb,Saturday,2.8,2.9,71,870.2,3.656,7.952
174,AsO2-1,Private,18.56,33.39833333,22,Feb,Saturday,2.8,2.9,71,284.6,7.2,14.4
175,Bl2-5,Private,13.21,11.36861111,22,Feb,Saturday,2.8,2.9,71,284.6,7.2,14.4
176,AdO1-1,Private,16.92,12.77416667,23,Feb,Saturday,2.8,2.9,71,235.2,4.079,14.4
177,AdO3-2,Private,15.03,14.66083333,1,Feb,Sunday,2.0,1.6,96,165.8,3.6,18.16
178,Bl2-5,Private,3.94,2.194722222,13,Feb,Sunday,2.0,1.6,96,803.4,10.8,21.6
179,Share-4,Shared,6.91,3.053333333,13,Feb,Sunday,2.0,1.6,96,803.4,0.0,0.0
180,Bl2-2,Private,6.55,1.824166667,14,Feb,Sunday,2.0,1.6,96,911.0,11.6,27.14
181,Bl2-1,Private,7.93,18.6325,14,Feb,Sunday,2.0,1.6,96,911.0,11.6,27.14
182,AdO1-2,Private,7.88,6.640555556,14,Feb,Sunday,2.0,1.6,96,911.0,11.6,27.14
183,AdO1-1,Private,8.46,6.203611111,15,Feb,Sunday,2.0,1.6,96,957.2,13.4,40.32
184,Share-6,Shared,14.27,2.438333333,17,Feb,Sunday,2.0,1.6,96,895.6,0.0,0.0
185,Bl2-2,Private,8.15,2.263611111,19,Feb,Sunday,2.0,1.6,96,777.6,18.0,36.0
186,Bl2-2,Private,0.02,0.013333333,21,Feb,Sunday,2.0,1.6,96,413.0,12.865,29.088
187,Bl2-2,Private,11.43,10.55055556,22,Feb,Sunday,2.0,1.6,96,287.2,7.2,14.4
188,Bl2-5,Private,11.3,8.777777778,22,Feb,Sunday,2.0,1.6,96,287.2,7.2,14.4
189,Share-14,Shared,11.79,3.176388889,10,Feb,Monday,6.8,2.9,69,911.6,0.0,0.0
190,Bl2-5,Private,8.95,15.45861111,16,Feb,Monday,6.8,2.9,69,1601.6,0.0,0.0
191,Share-12,Shared,26.81,4.775555556,17,Feb,Monday,6.8,2.9,69,1042.8,0.0,0.0
192,Bl2-6,Private,13.21,11.51472222,20,Feb,Monday,6.8,2.9,69,604.2,3.6,7.2
193,AdO3-3,Private,15.7,15.4475,23,Feb,Monday,6.8,2.9,69,154.0,3.6,14.4
194,Bl2-1,Private,4.52,1.261944444,7,Feb,Tuesday,4.2,3.1,77,1588.2,10.284,20.568
195,Bl2-1,Private,9.15,2.555,15,Feb,Tuesday,4.2,3.1,77,1937.4,0.0,0.0
196,Bl2-5,Private,8.32,2.379722222,16,Feb,Tuesday,4.2,3.1,77,1567.0,0.0,4.41
197,AsO2-1,Private,15.13,15.17194444,16,Feb,Tuesday,4.2,3.1,77,1567.0,0.0,4.41
198,Bl2-1,Private,8.23,3.603333333,18,Feb,Tuesday,4.2,3.1,77,952.8,0.247,5.604
199,AdO1-2,Private,11.69,17.52805556,18,Feb,Tuesday,4.2,3.1,77,952.8,0.247,5.604
200,AdO3-2,Private,16.43,16.81666667,19,Feb,Tuesday,4.2,3.1,77,811.8,0.0,11.57
201,Bl2-4,Private,16.52,14.42583333,20,Feb,Tuesday,4.2,3.1,77,642.0,1.67,18.43
202,Bl2-5,Private,4.55,10.23944444,21,Feb,Tuesday,4.2,3.1,77,484.8,6.482,35.314
203,AdO1-1,Private,17.56,8.691944444,21,Feb,Tuesday,4.2,3.1,77,484.8,6.482,35.314
204,Bl2-1,Private,0.96,11.75555556,21,Feb,Tuesday,4.2,3.1,77,484.8,6.482,35.314
205,Bl2-1,Private,11.97,3.324722222,11,Feb,Wednesday,0.2,2.0,69,986.0,7.2,14.4
206,Share-14,Shared,16.14,5.091111111,15,Feb,Wednesday,0.2,2.0,69,1952.0,0.0,0.0
207,Bl2-5,Private,2.88,0.810833333,16,Feb,Wednesday,0.2,2.0,69,1588.8,0.039,2.958
208,Bl2-5,Private,9.96,2.914722222,17,Feb,Wednesday,0.2,2.0,69,1115.4,0.0,0.0
209,Bl2-1,Private,7.04,2.346944444,18,Feb,Wednesday,0.2,2.0,69,969.2,0.0,1.32
210,Bl2-5,Private,4.05,6.050555556,20,Feb,Wednesday,0.2,2.0,69,647.2,1.773,9.706
211,Bl2-6,Private,6.99,6.392777778,10,Feb,Thursday,0.2,2.2,100,879.8,0.0,0.0
212,Bl2-2,Private,9.51,23.24638889,13,Feb,Thursday,0.2,2.2,100,980.0,3.6,7.2
213,AdO1-2,Private,4.9,17.59,16,Feb,Thursday,0.2,2.2,100,1444.2,7.2,14.4
214,Bl2-1,Private,11.78,17.91138889,18,Feb,Thursday,0.2,2.2,100,896.0,6.86,14.4
215,Bl2-6,Private,7.51,16.66277778,19,Feb,Thursday,0.2,2.2,100,759.6,7.2,14.4
216,AsO2-1,Private,18.48,68.2825,10,Feb,Friday,1.5,1.3,98,852.2,11.964,23.928
217,AdO3-2,Private,4.22,1.133333333,18,Feb,Friday,1.5,1.3,98,764.6,3.6,7.2
218,Bl2-2,Private,20.12,11.6725,20,Feb,Friday,1.5,1.3,98,445.6,3.6,7.2
219,Bl2-1,Private,7.47,12.06555556,21,Feb,Friday,1.5,1.3,98,347.6,3.6,7.2
220,AdO3-2,Private,17.6,38.24555556,1,Feb,Saturday,4.1,1.5,100,112.2,7.2,21.6
221,AdO1-2,Private,7.41,23.555,17,Feb,Saturday,4.1,1.5,100,814.0,7.2,14.4
222,AdO1-1,Private,16.37,15.40222222,17,Feb,Saturday,4.1,1.5,100,814.0,7.2,14.4
223,Bl2-6,Private,13.55,35.38027778,21,Feb,Saturday,4.1,1.5,100,296.8,10.93,28.8
224,Bl2-1,Private,10.28,16.03694444,21,Feb,Saturday,4.1,1.5,100,296.8,10.93,28.8
225,Bl2-5,Private,9.27,12.99194444,18,Feb,Sunday,5.1,5.8,79,1026.6,7.2,14.4
226,Share-12,Shared,30.86,10.70361111,19,Feb,Sunday,5.1,5.8,79,894.4,0.0,0.0
227,Bl2-2,Private,0.36,8.832777778,22,Feb,Sunday,5.1,5.8,79,340.6,14.4,28.8
228,Share-8,Shared,27.05,11.89333333,0,Feb,Monday,6.0,4.8,93,67.6,0.0,7.2
229,Bl2-2,Private,11.23,3.115277778,14,Feb,Monday,6.0,4.8,93,1282.6,0.0,0.0
230,AsO2-1,Private,13.19,15.095,16,Feb,Monday,6.0,4.8,93,1695.2,0.0,4.37
231,Bl2-5,Private,9.74,2.724444444,17,Feb,Monday,6.0,4.8,93,1105.0,0.0,6.83
232,Bl2-1,Private,9.45,15.61555556,18,Feb,Monday,6.0,4.8,93,985.0,0.0,5.17
233,Bl2-6,Private,12.97,24.79527778,10,Feb,Tuesday,5.9,2.5,91,899.2,0.776,1.552
234,AdO3-3,Private,17.71,15.51277778,15,Feb,Tuesday,5.9,2.5,91,1931.0,3.6,7.2
235,Bl2-5,Private,1.43,0.411666667,16,Feb,Tuesday,5.9,2.5,91,1615.4,3.652,8.734
236,AsO2-1,Private,12.84,14.24083333,16,Feb,Tuesday,5.9,2.5,91,1615.4,3.652,8.734
237,Bl2-5,Private,5.54,1.551666667,17,Feb,Tuesday,5.9,2.5,91,1113.6,3.6,7.2
238,Bl2-1,Private,8.74,12.5875,19,Feb,Tuesday,5.9,2.5,91,877.6,3.646,22.092
239,Bl2-4,Private,18.03,13.73861111,20,Feb,Tuesday,5.9,2.5,91,731.0,6.47,21.6
240,Bl2-5,Private,6.22,8.102777778,22,Feb,Tuesday,5.9,2.5,91,394.2,13.28,31.05
241,Share-14,Shared,15.23,10.92277778,23,Feb,Tuesday,5.9,2.5,91,172.8,0.0,0.0
242,Bl2-5,Private,7.22,2.02,7,Feb,Wednesday,5.7,7.2,59,1830.4,12.493,24.986
243,Bl2-5,Private,6.0,5.3925,11,Feb,Wednesday,5.7,7.2,59,955.8,1.183,2.366
244,Share-6,Shared,12.89,2.380833333,18,Feb,Wednesday,5.7,7.2,59,1045.4,0.0,0.0
245,AdO3-3,Private,8.25,11.81277778,18,Feb,Wednesday,5.7,7.2,59,1045.4,0.0,0.0
246,AsO2-1,Private,12.99,10.61111111,20,Feb,Wednesday,5.7,7.2,59,709.4,0.0,6.87
247,Bl2-1,Private,6.82,1.896944444,15,Feb,Thursday,1.3,4.0,98,2125.6,0.0,0.0
248,AsO2-1,Private,13.74,14.97166667,16,Feb,Thursday,1.3,4.0,98,1769.4,0.0,5.66
249,Bl2-1,Shared,3.44,1.572222222,16,Feb,Thursday,1.3,4.0,98,1769.4,0.0,0.0
250,Share-12,Shared,27.26,4.406111111,17,Feb,Thursday,1.3,4.0,98,1134.6,0.94,5.32
251,AdO1-2,Private,5.61,16.28638889,17,Feb,Thursday,1.3,4.0,98,1134.6,0.009,1.178
